,research_topic,metric,discipline,year,location,value
8040,biopharmaceuticals,count_total,Life Sciences,2009_2010,Denbighshire,0.0
8041,bones_muscles,count_total,Life Sciences,2009_2010,Denbighshire,0.0
8042,carbon_greenhouse_pollution,count_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8043,cells_cancer,count_total,Medical Science,2009_2010,Denbighshire,0.0
8044,cellular_biology_cancer,count_total,Life Sciences,2009_2010,Denbighshire,0.0
8045,chemistry_biochemistry,count_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8046,classic_religious_history,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8047,climate_science,count_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8048,cognition_&_audio,count_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8049,computer_science,count_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8050,computer_vision,count_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8051,cosmology,count_total,Physics,2009_2010,Denbighshire,0.0
8052,criminology_violence,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8053,cyber_security,count_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8054,data_methods,count_total,Medical Science,2009_2010,Denbighshire,0.0
8055,design_&_heritage,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8056,development_studies,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8057,disease_infection_health,count_total,Medical Science,2009_2010,Denbighshire,0.0
8058,drug_tests,count_total,Medical Science,2009_2010,Denbighshire,0.0
8059,economics,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8060,ecosystems,count_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8061,education,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8062,electronics_transistors,count_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8063,energy_environmental,count_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8064,energy_transport_technology,count_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8065,environment,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8066,environmental_policy,count_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8067,epidemiology_immunology,count_total,Life Sciences,2009_2010,Denbighshire,0.0
8068,evidence_for_policy,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8069,experiments,count_total,Medical Science,2009_2010,Denbighshire,0.0
8070,gender_sexuality,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8071,genetics,count_total,Medical Science,2009_2010,Denbighshire,0.0
8072,geology,count_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8073,health_interventions_policy,count_total,Medical Science,2009_2010,Denbighshire,0.0
8074,health_social_issues,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8075,hidrology,count_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8076,imaging,count_total,Life Sciences,2009_2010,Denbighshire,0.0
8077,industrial_application,count_total,Life Sciences,2009_2010,Denbighshire,0.0
8078,ionisation_plasma,count_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8079,law,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8080,linguistics,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8081,literature,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8082,management,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8083,materials,count_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8084,mathematics,count_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8085,media_performance,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8086,medieval_modern_history,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8087,migration_colonial_history,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8088,military_history,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8089,minerals_fuels,count_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8090,modelling_&_sensors,count_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8091,modelling_measurement,count_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8092,networks,count_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8093,neurology,count_total,Medical Science,2009_2010,Denbighshire,0.0
8094,neuroscience,count_total,Life Sciences,2009_2010,Denbighshire,0.0
8095,nutrition_health,count_total,Life Sciences,2009_2010,Denbighshire,0.0
8096,obesity_metabolism,count_total,Medical Science,2009_2010,Denbighshire,0.0
8097,particle_physics,count_total,Physics,2009_2010,Denbighshire,0.0
8098,philosophy,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8099,photonics_imaging_quantum,count_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8100,political_history,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8101,prosthetics_robotics_health,count_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8102,psychiatry_mental_health,count_total,Medical Science,2009_2010,Denbighshire,0.0
8103,psychology,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8104,public_engagement_infrastructure,count_total,Physics,2009_2010,Denbighshire,0.0
8105,reproduction_fertility,count_total,Medical Science,2009_2010,Denbighshire,0.0
8106,respiratory_system,count_total,Medical Science,2009_2010,Denbighshire,0.0
8107,robotics_cybernetics,count_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8108,security,count_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8109,sensors_data_telescopy,count_total,Physics,2009_2010,Denbighshire,0.0
8110,social_care,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8111,social_history,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8112,social_history_identity,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8113,sociology,count_total,Social Sciences,2009_2010,Denbighshire,0.0
8114,statistics_data_analysis,count_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8115,surgert_cardiology,count_total,Medical Science,2009_2010,Denbighshire,0.0
8116,systems_infrastructure,count_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8117,theoretical_physics,count_total,Physics,2009_2010,Denbighshire,0.0
8118,transport_communications,count_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8119,visual,count_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8120,ageing,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8121,agriculture_plant_biology_entomology,count_lq,Life Sciences,2009_2010,Denbighshire,0.0
8122,applications_devices_users,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8123,archaeology,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8124,architecture_spatial,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8125,astronomy,count_lq,Physics,2009_2010,Denbighshire,0.0
8126,astrophysics,count_lq,Physics,2009_2010,Denbighshire,0.0
8127,bio_informatics,count_lq,Life Sciences,2009_2010,Denbighshire,0.0
8128,biopharmaceuticals,count_lq,Life Sciences,2009_2010,Denbighshire,0.0
8129,bones_muscles,count_lq,Life Sciences,2009_2010,Denbighshire,0.0
8130,carbon_greenhouse_pollution,count_lq,Environmental Sciences,2009_2010,Denbighshire,0.0
8131,cells_cancer,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8132,cellular_biology_cancer,count_lq,Life Sciences,2009_2010,Denbighshire,0.0
8133,chemistry_biochemistry,count_lq,Engineering and Technology,2009_2010,Denbighshire,0.0
8134,classic_religious_history,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8135,climate_science,count_lq,Environmental Sciences,2009_2010,Denbighshire,0.0
8136,cognition_&_audio,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8137,computer_science,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8138,computer_vision,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8139,cosmology,count_lq,Physics,2009_2010,Denbighshire,0.0
8140,criminology_violence,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8141,cyber_security,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8142,data_methods,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8143,design_&_heritage,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8144,development_studies,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8145,disease_infection_health,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8146,drug_tests,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8147,economics,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8148,ecosystems,count_lq,Environmental Sciences,2009_2010,Denbighshire,0.0
8149,education,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8150,electronics_transistors,count_lq,Engineering and Technology,2009_2010,Denbighshire,0.0
8151,energy_environmental,count_lq,Engineering and Technology,2009_2010,Denbighshire,0.0
8152,energy_transport_technology,count_lq,Engineering and Technology,2009_2010,Denbighshire,0.0
8153,environment,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8154,environmental_policy,count_lq,Environmental Sciences,2009_2010,Denbighshire,0.0
8155,epidemiology_immunology,count_lq,Life Sciences,2009_2010,Denbighshire,0.0
8156,evidence_for_policy,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8157,experiments,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8158,gender_sexuality,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8159,genetics,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8160,geology,count_lq,Environmental Sciences,2009_2010,Denbighshire,0.0
8161,health_interventions_policy,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8162,health_social_issues,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8163,hidrology,count_lq,Environmental Sciences,2009_2010,Denbighshire,0.0
8164,imaging,count_lq,Life Sciences,2009_2010,Denbighshire,0.0
8165,industrial_application,count_lq,Life Sciences,2009_2010,Denbighshire,0.0
8166,ionisation_plasma,count_lq,Engineering and Technology,2009_2010,Denbighshire,0.0
8167,law,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8168,linguistics,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8169,literature,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8170,management,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8171,materials,count_lq,Engineering and Technology,2009_2010,Denbighshire,0.0
8172,mathematics,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8173,media_performance,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8174,medieval_modern_history,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8175,migration_colonial_history,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8176,military_history,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8177,minerals_fuels,count_lq,Environmental Sciences,2009_2010,Denbighshire,0.0
8178,modelling_&_sensors,count_lq,Environmental Sciences,2009_2010,Denbighshire,0.0
8179,modelling_measurement,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8180,networks,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8181,neurology,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8182,neuroscience,count_lq,Life Sciences,2009_2010,Denbighshire,0.0
8183,nutrition_health,count_lq,Life Sciences,2009_2010,Denbighshire,0.0
8184,obesity_metabolism,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8185,particle_physics,count_lq,Physics,2009_2010,Denbighshire,0.0
8186,philosophy,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8187,photonics_imaging_quantum,count_lq,Engineering and Technology,2009_2010,Denbighshire,0.0
8188,political_history,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8189,prosthetics_robotics_health,count_lq,Engineering and Technology,2009_2010,Denbighshire,0.0
8190,psychiatry_mental_health,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8191,psychology,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8192,public_engagement_infrastructure,count_lq,Physics,2009_2010,Denbighshire,0.0
8193,reproduction_fertility,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8194,respiratory_system,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8195,robotics_cybernetics,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8196,security,count_lq,Engineering and Technology,2009_2010,Denbighshire,0.0
8197,sensors_data_telescopy,count_lq,Physics,2009_2010,Denbighshire,0.0
8198,social_care,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8199,social_history,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8200,social_history_identity,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8201,sociology,count_lq,Social Sciences,2009_2010,Denbighshire,0.0
8202,statistics_data_analysis,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8203,surgert_cardiology,count_lq,Medical Science,2009_2010,Denbighshire,0.0
8204,systems_infrastructure,count_lq,Engineering and Technology,2009_2010,Denbighshire,0.0
8205,theoretical_physics,count_lq,Physics,2009_2010,Denbighshire,0.0
8206,transport_communications,count_lq,Mathematics and Computing,2009_2010,Denbighshire,0.0
8207,visual,count_lq,Arts and Humanities,2009_2010,Denbighshire,0.0
8208,ageing,funding_total,Medical Science,2009_2010,Denbighshire,0.0
8209,agriculture_plant_biology_entomology,funding_total,Life Sciences,2009_2010,Denbighshire,0.0
8210,applications_devices_users,funding_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8211,archaeology,funding_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8212,architecture_spatial,funding_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8213,astronomy,funding_total,Physics,2009_2010,Denbighshire,0.0
8214,astrophysics,funding_total,Physics,2009_2010,Denbighshire,0.0
8215,bio_informatics,funding_total,Life Sciences,2009_2010,Denbighshire,0.0
8216,biopharmaceuticals,funding_total,Life Sciences,2009_2010,Denbighshire,0.0
8217,bones_muscles,funding_total,Life Sciences,2009_2010,Denbighshire,0.0
8218,carbon_greenhouse_pollution,funding_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8219,cells_cancer,funding_total,Medical Science,2009_2010,Denbighshire,0.0
8220,cellular_biology_cancer,funding_total,Life Sciences,2009_2010,Denbighshire,0.0
8221,chemistry_biochemistry,funding_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8222,classic_religious_history,funding_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8223,climate_science,funding_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8224,cognition_&_audio,funding_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8225,computer_science,funding_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8226,computer_vision,funding_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8227,cosmology,funding_total,Physics,2009_2010,Denbighshire,0.0
8228,criminology_violence,funding_total,Social Sciences,2009_2010,Denbighshire,0.0
8229,cyber_security,funding_total,Mathematics and Computing,2009_2010,Denbighshire,0.0
8230,data_methods,funding_total,Medical Science,2009_2010,Denbighshire,0.0
8231,design_&_heritage,funding_total,Arts and Humanities,2009_2010,Denbighshire,0.0
8232,development_studies,funding_total,Social Sciences,2009_2010,Denbighshire,0.0
8233,disease_infection_health,funding_total,Medical Science,2009_2010,Denbighshire,0.0
8234,drug_tests,funding_total,Medical Science,2009_2010,Denbighshire,0.0
8235,economics,funding_total,Social Sciences,2009_2010,Denbighshire,0.0
8236,ecosystems,funding_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8237,education,funding_total,Social Sciences,2009_2010,Denbighshire,0.0
8238,electronics_transistors,funding_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8239,energy_environmental,funding_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8240,energy_transport_technology,funding_total,Engineering and Technology,2009_2010,Denbighshire,0.0
8241,environment,funding_total,Social Sciences,2009_2010,Denbighshire,0.0
8242,environmental_policy,funding_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8243,epidemiology_immunology,funding_total,Life Sciences,2009_2010,Denbighshire,0.0
8244,evidence_for_policy,funding_total,Social Sciences,2009_2010,Denbighshire,0.0
8245,experiments,funding_total,Medical Science,2009_2010,Denbighshire,0.0
8246,gender_sexuality,funding_total,Social Sciences,2009_2010,Denbighshire,0.0
8247,genetics,funding_total,Medical Science,2009_2010,Denbighshire,0.0
8248,geology,funding_total,Environmental Sciences,2009_2010,Denbighshire,0.0
8249,health_interventions_policy,funding_total,Medical Science,2009_2010,Denbighshire,0.0
8250,health_social_issues,funding_total,Arts and Humanities,2009_2010,Denbighshire,0.0
